k_index,q1,q2,q3,band,energy_eV
8,0.2727595800889115,0.6757235968786353,0.0,18,-1.4069314540035343
8,0.2727595800889115,0.6757235968786353,0.0,19,0.5293998113767362
8,0.2727595800889115,0.6757235968786353,0.0,20,0.5418079576238202
8,0.2727595800889115,0.6757235968786353,0.0,21,1.561261270918236
8,0.2727595800889115,0.6757235968786353,0.0,22,1.583770143849917
8,0.2727595800889115,0.6757235968786353,0.0,23,1.849358731831231
8,0.2727595800889115,0.6757235968786353,0.0,24,1.985292786534213
8,0.2727595800889115,0.6757235968786353,0.0,25,3.3035048518687686
8,0.2727595800889115,0.6757235968786353,0.0,26,3.377417717411638
9,0.2727595800889115,0.6888381991566951,0.0,1,-13.349281644060472
9,0.2727595800889115,0.6888381991566951,0.0,2,-13.320537701214203
9,0.2727595800889115,0.6888381991566951,0.0,3,-13.212814429256966
9,0.2727595800889115,0.6888381991566951,0.0,4,-13.209572345294195
9,0.2727595800889115,0.6888381991566951,0.0,5,-6.547549924453989
9,0.2727595800889115,0.6888381991566951,0.0,6,-6.539679931264931
9,0.2727595800889115,0.6888381991566951,0.0,7,-6.233914682117099
9,0.2727595800889115,0.6888381991566951,0.0,8,-6.2117176717569365
9,0.2727595800889115,0.6888381991566951,0.0,9,-5.088198988070763
9,0.2727595800889115,0.6888381991566951,0.0,10,-5.069126079423944
9,0.2727595800889115,0.6888381991566951,0.0,11,-4.700222157066829
9,0.2727595800889115,0.6888381991566951,0.0,12,-4.680564289845146
9,0.2727595800889115,0.6888381991566951,0.0,13,-4.428306813219901
9,0.2727595800889115,0.6888381991566951,0.0,14,-4.392170003103384
9,0.2727595800889115,0.6888381991566951,0.0,15,-3.4305664597720353
9,0.2727595800889115,0.6888381991566951,0.0,16,-3.4233450708795425
9,0.2727595800889115,0.6888381991566951,0.0,17,-1.5767168247522196
9,0.2727595800889115,0.6888381991566951,0.0,18,-1.4465139022038191
9,0.2727595800889115,0.6888381991566951,0.0,19,0.5614684076624195
9,0.2727595800889115,0.6888381991566951,0.0,20,0.5761393666242662
9,0.2727595800889115,0.6888381991566951,0.0,21,1.5672798613181023
9,0.2727595800889115,0.6888381991566951,0.0,22,1.5859935520078614
9,0.2727595800889115,0.6888381991566951,0.0,23,1.8046525198889185
9,0.2727595800889115,0.6888381991566951,0.0,24,1.9364137920554536
9,0.2727595800889115,0.6888381991566951,0.0,25,3.285472443267027
9,0.2727595800889115,0.6888381991566951,0.0,26,3.357022497797084
10,0.287903018400017,0.5914931000877691,0.0,1,-13.335573490274186
