# schema=VASPBERRY_BARE_MOMENTUM_KUBO_V2
# vaspberry_version=1.3.0
# normalization=STANDARD_MINUS_TWO_IM
# operator=WAVECAR_BARE_MOMENTUM_NO_PAW_NONLOCAL_VELOCITY
# berry_connection=A_i=i<u|d/dk_i u>
# occupation_weighting=NONE
# degeneracy_policy=SKIP_ABS_GAP_LE_MACHINE_EPSILON_eV
# migration=PRE_1.3_KUBO_CURVATURE_AND_CHERN_DIVIDE_BY_2
# index_base=1
# intermediate_bands=1:26
spin,k_index,band,kx_frac,ky_frac,kz_frac,energy_eV,omega_z_A2,min_gap_eV
1,90,17, 4.16666666666666963E-001,-4.16666666666667185E-001, 0.00000000000000000E+000,-1.69101774474346134E+000,-1.50132385669425794E+000, 1.12504383454283818E-001
1,91,17, 5.00000000000000000E-001,-4.16666666666667185E-001, 0.00000000000000000E+000,-1.87330253225483534E+000,-1.86781469946778489E+000, 9.46016736317760731E-002
1,92,17,-4.16666666666666963E-001,-4.16666666666666963E-001, 0.00000000000000000E+000,-2.16946655714822612E+000,-1.83899554793640137E+010, 1.43234313298989946E-009
1,93,17,-3.33333333333333037E-001,-4.16666666666666963E-001, 0.00000000000000000E+000,-2.10268210488568918E+000, 1.48680030522975820E-001, 8.77655182342307327E-002
1,94,17,-2.50000000000000000E-001,-4.16666666666666075E-001, 0.00000000000000000E+000,-2.10325105183677419E+000, 1.11677277654178098E+000, 9.71039497428840548E-002
1,95,17,-1.66666666666666075E-001,-4.16666666666666075E-001, 0.00000000000000000E+000,-2.10325083109291056E+000, 1.11680038868562481E+000, 9.71040197749095668E-002
1,96,17,-8.33333333333330373E-002,-4.16666666666666963E-001, 0.00000000000000000E+000,-2.10268162442087148E+000, 1.48841631150680748E-001, 8.77657673445244590E-002
1,97,17, 0.00000000000000000E+000,-3.33333333333333093E-001, 0.00000000000000000E+000,-2.35152055044182218E+000,-1.78845982000051471E+001, 1.48848783210198121E-006
1,98,17, 8.33333333333330373E-002,-3.33333333333333148E-001, 0.00000000000000000E+000,-2.10268194097495487E+000,-1.48502280792487507E-001, 8.77653559353612778E-002
1,99,17, 1.66666666666666963E-001,-3.33333333333333148E-001, 0.00000000000000000E+000,-1.85811732637347227E+000,-1.33698344243164136E+000, 1.06859811462035825E-001
